"price","airline","Origin","Destination","DepartureDate","ReturnDate","ScrapeDate","nbr_trials","Journey","TravelDates","DaysBeforeDeparture"
7368,NA,"BKK","CPH",2019-03-19,2019-03-24,2019-03-07,1,"BKK-CPH","2019-03-19-2019-03-24",12
7770,NA,"BKK","CPH",2019-03-19,2019-03-24,2019-03-08,1,"BKK-CPH","2019-03-19-2019-03-24",11
7472,NA,"BKK","CPH",2019-03-19,2019-03-24,2019-03-10,1,"BKK-CPH","2019-03-19-2019-03-24",9
7368,NA,"BKK","CPH",2019-03-19,2019-03-25,2019-03-07,1,"BKK-CPH","2019-03-19-2019-03-25",12
7452,NA,"BKK","CPH",2019-03-19,2019-03-25,2019-03-08,1,"BKK-CPH","2019-03-19-2019-03-25",11
7472,NA,"BKK","CPH",2019-03-19,2019-03-25,2019-03-10,1,"BKK-CPH","2019-03-19-2019-03-25",9
7368,NA,"BKK","CPH",2019-03-19,2019-03-26,2019-03-07,1,"BKK-CPH","2019-03-19-2019-03-26",12
7732,NA,"BKK","CPH",2019-03-19,2019-03-26,2019-03-08,1,"BKK-CPH","2019-03-19-2019-03-26",11
7181,NA,"BKK","CPH",2019-03-19,2019-03-26,2019-03-10,1,"BKK-CPH","2019-03-19-2019-03-26",9
7368,NA,"BKK","CPH",2019-03-20,2019-03-25,2019-03-07,1,"BKK-CPH","2019-03-20-2019-03-25",13
7452,NA,"BKK","CPH",2019-03-20,2019-03-25,2019-03-08,1,"BKK-CPH","2019-03-20-2019-03-25",12
7472,NA,"BKK","CPH",2019-03-20,2019-03-25,2019-03-10,1,"BKK-CPH","2019-03-20-2019-03-25",10
7368,NA,"BKK","CPH",2019-03-20,2019-03-26,2019-03-07,1,"BKK-CPH","2019-03-20-2019-03-26",13
7735,NA,"BKK","CPH",2019-03-20,2019-03-26,2019-03-08,1,"BKK-CPH","2019-03-20-2019-03-26",12
7678,NA,"BKK","CPH",2019-03-20,2019-03-26,2019-03-10,1,"BKK-CPH","2019-03-20-2019-03-26",10
7149,NA,"BKK","CPH",2019-03-20,2019-03-27,2019-03-08,1,"BKK-CPH","2019-03-20-2019-03-27",12
7678,NA,"BKK","CPH",2019-03-20,2019-03-27,2019-03-10,1,"BKK-CPH","2019-03-20-2019-03-27",10
7755,NA,"BKK","CPH",2019-03-21,2019-03-26,2019-03-07,1,"BKK-CPH","2019-03-21-2019-03-26",14
7407,NA,"BKK","CPH",2019-03-21,2019-03-26,2019-03-08,1,"BKK-CPH","2019-03-21-2019-03-26",13
7499,NA,"BKK","CPH",2019-03-21,2019-03-26,2019-03-10,1,"BKK-CPH","2019-03-21-2019-03-26",11
7452,NA,"BKK","CPH",2019-03-21,2019-03-27,2019-03-08,1,"BKK-CPH","2019-03-21-2019-03-27",13
7770,NA,"BKK","CPH",2019-03-21,2019-03-27,2019-03-10,1,"BKK-CPH","2019-03-21-2019-03-27",11
6594,NA,"BKK","CPH",2019-03-21,2019-03-28,2019-03-10,1,"BKK-CPH","2019-03-21-2019-03-28",11
7452,NA,"BKK","CPH",2019-03-22,2019-03-27,2019-03-08,1,"BKK-CPH","2019-03-22-2019-03-27",14
7770,NA,"BKK","CPH",2019-03-22,2019-03-27,2019-03-10,1,"BKK-CPH","2019-03-22-2019-03-27",12
7472,NA,"BKK","CPH",2019-03-22,2019-03-28,2019-03-10,1,"BKK-CPH","2019-03-22-2019-03-28",12
7770,NA,"BKK","CPH",2019-03-22,2019-03-29,2019-03-10,1,"BKK-CPH","2019-03-22-2019-03-29",12
7472,NA,"BKK","CPH",2019-03-23,2019-03-28,2019-03-10,1,"BKK-CPH","2019-03-23-2019-03-28",13
7794,NA,"BKK","CPH",2019-03-23,2019-03-29,2019-03-10,1,"BKK-CPH","2019-03-23-2019-03-29",13
7794,NA,"BKK","CPH",2019-03-24,2019-03-29,2019-03-10,1,"BKK-CPH","2019-03-24-2019-03-29",14
6777,NA,"BKK","LON",2019-01-20,2019-01-24,2019-01-14,1,"BKK-LON","2019-01-20-2019-01-24",6
6839,NA,"BKK","LON",2019-01-20,2019-01-25,2019-01-14,1,"BKK-LON","2019-01-20-2019-01-25",6
6839,NA,"BKK","LON",2019-01-20,2019-01-26,2019-01-14,1,"BKK-LON","2019-01-20-2019-01-26",6
6839,NA,"BKK","LON",2019-01-20,2019-01-27,2019-01-14,1,"BKK-LON","2019-01-20-2019-01-27",6
6412,NA,"BKK","LON",2019-01-21,2019-01-25,2019-01-14,1,"BKK-LON","2019-01-21-2019-01-25",7
6093,NA,"BKK","LON",2019-01-21,2019-01-26,2019-01-14,1,"BKK-LON","2019-01-21-2019-01-26",7
6150,NA,"BKK","LON",2019-01-21,2019-01-26,2019-01-15,1,"BKK-LON","2019-01-21-2019-01-26",6
5958,NA,"BKK","LON",2019-01-21,2019-01-27,2019-01-14,1,"BKK-LON","2019-01-21-2019-01-27",7
6104,NA,"BKK","LON",2019-01-21,2019-01-27,2019-01-15,1,"BKK-LON","2019-01-21-2019-01-27",6
5958,NA,"BKK","LON",2019-01-21,2019-01-28,2019-01-14,1,"BKK-LON","2019-01-21-2019-01-28",7
5976,NA,"BKK","LON",2019-01-21,2019-01-28,2019-01-15,1,"BKK-LON","2019-01-21-2019-01-28",6
6416,NA,"BKK","LON",2019-01-22,2019-01-26,2019-01-14,1,"BKK-LON","2019-01-22-2019-01-26",8
5958,NA,"BKK","LON",2019-01-22,2019-01-27,2019-01-14,1,"BKK-LON","2019-01-22-2019-01-27",8
6471,NA,"BKK","LON",2019-01-22,2019-01-27,2019-01-15,1,"BKK-LON","2019-01-22-2019-01-27",7
6460,NA,"BKK","LON",2019-01-22,2019-01-27,2019-01-16,1,"BKK-LON","2019-01-22-2019-01-27",6
5958,NA,"BKK","LON",2019-01-22,2019-01-28,2019-01-14,1,"BKK-LON","2019-01-22-2019-01-28",8
5976,NA,"BKK","LON",2019-01-22,2019-01-28,2019-01-15,1,"BKK-LON","2019-01-22-2019-01-28",7
5965,NA,"BKK","LON",2019-01-22,2019-01-28,2019-01-16,1,"BKK-LON","2019-01-22-2019-01-28",6
5958,NA,"BKK","LON",2019-01-22,2019-01-29,2019-01-14,1,"BKK-LON","2019-01-22-2019-01-29",8
5976,NA,"BKK","LON",2019-01-22,2019-01-29,2019-01-15,1,"BKK-LON","2019-01-22-2019-01-29",7
5965,NA,"BKK","LON",2019-01-22,2019-01-29,2019-01-16,1,"BKK-LON","2019-01-22-2019-01-29",6
5958,NA,"BKK","LON",2019-01-23,2019-01-27,2019-01-14,1,"BKK-LON","2019-01-23-2019-01-27",9
5958,NA,"BKK","LON",2019-01-23,2019-01-28,2019-01-14,1,"BKK-LON","2019-01-23-2019-01-28",9
5976,NA,"BKK","LON",2019-01-23,2019-01-28,2019-01-15,1,"BKK-LON","2019-01-23-2019-01-28",8
5965,NA,"BKK","LON",2019-01-23,2019-01-28,2019-01-16,1,"BKK-LON","2019-01-23-2019-01-28",7
6472,NA,"BKK","LON",2019-01-23,2019-01-28,2019-01-17,1,"BKK-LON","2019-01-23-2019-01-28",6
5958,NA,"BKK","LON",2019-01-23,2019-01-29,2019-01-14,1,"BKK-LON","2019-01-23-2019-01-29",9
5976,NA,"BKK","LON",2019-01-23,2019-01-29,2019-01-15,1,"BKK-LON","2019-01-23-2019-01-29",8
5965,NA,"BKK","LON",2019-01-23,2019-01-29,2019-01-16,1,"BKK-LON","2019-01-23-2019-01-29",7
6472,NA,"BKK","LON",2019-01-23,2019-01-29,2019-01-17,1,"BKK-LON","2019-01-23-2019-01-29",6
5958,NA,"BKK","LON",2019-01-23,2019-01-30,2019-01-14,1,"BKK-LON","2019-01-23-2019-01-30",9
5976,NA,"BKK","LON",2019-01-23,2019-01-30,2019-01-15,1,"BKK-LON","2019-01-23-2019-01-30",8
5965,NA,"BKK","LON",2019-01-23,2019-01-30,2019-01-16,1,"BKK-LON","2019-01-23-2019-01-30",7
6472,NA,"BKK","LON",2019-01-23,2019-01-30,2019-01-17,1,"BKK-LON","2019-01-23-2019-01-30",6
5958,NA,"BKK","LON",2019-01-24,2019-01-28,2019-01-14,1,"BKK-LON","2019-01-24-2019-01-28",10
5958,NA,"BKK","LON",2019-01-24,2019-01-29,2019-01-14,1,"BKK-LON","2019-01-24-2019-01-29",10
5976,NA,"BKK","LON",2019-01-24,2019-01-29,2019-01-15,1,"BKK-LON","2019-01-24-2019-01-29",9
5965,NA,"BKK","LON",2019-01-24,2019-01-29,2019-01-16,1,"BKK-LON","2019-01-24-2019-01-29",8
6464,NA,"BKK","LON",2019-01-24,2019-01-29,2019-01-17,1,"BKK-LON","2019-01-24-2019-01-29",7
5958,NA,"BKK","LON",2019-01-24,2019-01-30,2019-01-14,1,"BKK-LON","2019-01-24-2019-01-30",10
5976,NA,"BKK","LON",2019-01-24,2019-01-30,2019-01-15,1,"BKK-LON","2019-01-24-2019-01-30",9
5976,NA,"BKK","LON",2019-01-24,2019-01-30,2019-01-16,1,"BKK-LON","2019-01-24-2019-01-30",8
6472,NA,"BKK","LON",2019-01-24,2019-01-30,2019-01-17,1,"BKK-LON","2019-01-24-2019-01-30",7
6402,NA,"BKK","LON",2019-01-24,2019-01-31,2019-01-14,1,"BKK-LON","2019-01-24-2019-01-31",10
6374,NA,"BKK","LON",2019-01-24,2019-01-31,2019-01-15,1,"BKK-LON","2019-01-24-2019-01-31",9
6450,NA,"BKK","LON",2019-01-24,2019-01-31,2019-01-16,1,"BKK-LON","2019-01-24-2019-01-31",8
6464,NA,"BKK","LON",2019-01-24,2019-01-31,2019-01-17,1,"BKK-LON","2019-01-24-2019-01-31",7
6542,NA,"BKK","LON",2019-01-25,2019-01-29,2019-01-14,1,"BKK-LON","2019-01-25-2019-01-29",11
6093,NA,"BKK","LON",2019-01-25,2019-01-30,2019-01-14,1,"BKK-LON","2019-01-25-2019-01-30",11
5976,NA,"BKK","LON",2019-01-25,2019-01-30,2019-01-15,1,"BKK-LON","2019-01-25-2019-01-30",10
5965,NA,"BKK","LON",2019-01-25,2019-01-30,2019-01-16,1,"BKK-LON","2019-01-25-2019-01-30",9
6153,NA,"BKK","LON",2019-01-25,2019-01-30,2019-01-17,1,"BKK-LON","2019-01-25-2019-01-30",8
6093,NA,"BKK","LON",2019-01-25,2019-01-31,2019-01-14,1,"BKK-LON","2019-01-25-2019-01-31",11
6150,NA,"BKK","LON",2019-01-25,2019-01-31,2019-01-15,1,"BKK-LON","2019-01-25-2019-01-31",10
6140,NA,"BKK","LON",2019-01-25,2019-01-31,2019-01-16,1,"BKK-LON","2019-01-25-2019-01-31",9
6153,NA,"BKK","LON",2019-01-25,2019-01-31,2019-01-17,1,"BKK-LON","2019-01-25-2019-01-31",8
6602,NA,"BKK","LON",2019-01-25,2019-02-01,2019-01-14,1,"BKK-LON","2019-01-25-2019-02-01",11
6729,NA,"BKK","LON",2019-01-25,2019-02-01,2019-01-15,1,"BKK-LON","2019-01-25-2019-02-01",10
6722,NA,"BKK","LON",2019-01-25,2019-02-01,2019-01-16,1,"BKK-LON","2019-01-25-2019-02-01",9
6601,NA,"BKK","LON",2019-01-25,2019-02-01,2019-01-17,1,"BKK-LON","2019-01-25-2019-02-01",8
6096,NA,"BKK","LON",2019-01-26,2019-01-30,2019-01-14,1,"BKK-LON","2019-01-26-2019-01-30",12
6542,NA,"BKK","LON",2019-01-26,2019-01-31,2019-01-14,1,"BKK-LON","2019-01-26-2019-01-31",12
6601,NA,"BKK","LON",2019-01-26,2019-01-31,2019-01-15,1,"BKK-LON","2019-01-26-2019-01-31",11
6591,NA,"BKK","LON",2019-01-26,2019-01-31,2019-01-16,1,"BKK-LON","2019-01-26-2019-01-31",10
6605,NA,"BKK","LON",2019-01-26,2019-01-31,2019-01-17,1,"BKK-LON","2019-01-26-2019-01-31",9
6096,NA,"BKK","LON",2019-01-26,2019-02-01,2019-01-14,1,"BKK-LON","2019-01-26-2019-02-01",12
6869,NA,"BKK","LON",2019-01-26,2019-02-01,2019-01-15,1,"BKK-LON","2019-01-26-2019-02-01",11
6651,NA,"BKK","LON",2019-01-26,2019-02-01,2019-01-16,1,"BKK-LON","2019-01-26-2019-02-01",10
6665,NA,"BKK","LON",2019-01-26,2019-02-01,2019-01-17,1,"BKK-LON","2019-01-26-2019-02-01",9
6917,NA,"BKK","LON",2019-01-26,2019-02-02,2019-01-14,1,"BKK-LON","2019-01-26-2019-02-02",12
6661,NA,"BKK","LON",2019-01-26,2019-02-02,2019-01-15,1,"BKK-LON","2019-01-26-2019-02-02",11
6661,NA,"BKK","LON",2019-01-26,2019-02-02,2019-01-16,1,"BKK-LON","2019-01-26-2019-02-02",10
6613,NA,"BKK","LON",2019-01-26,2019-02-02,2019-01-17,1,"BKK-LON","2019-01-26-2019-02-02",9
6542,NA,"BKK","LON",2019-01-27,2019-01-31,2019-01-14,1,"BKK-LON","2019-01-27-2019-01-31",13
6602,NA,"BKK","LON",2019-01-27,2019-02-01,2019-01-14,1,"BKK-LON","2019-01-27-2019-02-01",13
6729,NA,"BKK","LON",2019-01-27,2019-02-01,2019-01-15,1,"BKK-LON","2019-01-27-2019-02-01",12
6722,NA,"BKK","LON",2019-01-27,2019-02-01,2019-01-16,1,"BKK-LON","2019-01-27-2019-02-01",11
6735,NA,"BKK","LON",2019-01-27,2019-02-01,2019-01-17,1,"BKK-LON","2019-01-27-2019-02-01",10
6943,NA,"BKK","LON",2019-01-27,2019-02-01,2019-01-20,1,"BKK-LON","2019-01-27-2019-02-01",7
6551,NA,"BKK","LON",2019-01-27,2019-02-02,2019-01-14,1,"BKK-LON","2019-01-27-2019-02-02",13
6551,NA,"BKK","LON",2019-01-27,2019-02-02,2019-01-15,1,"BKK-LON","2019-01-27-2019-02-02",12
6600,NA,"BKK","LON",2019-01-27,2019-02-02,2019-01-16,1,"BKK-LON","2019-01-27-2019-02-02",11
6613,NA,"BKK","LON",2019-01-27,2019-02-02,2019-01-17,1,"BKK-LON","2019-01-27-2019-02-02",10
6675,NA,"BKK","LON",2019-01-27,2019-02-02,2019-01-20,1,"BKK-LON","2019-01-27-2019-02-02",7
6313,NA,"BKK","LON",2019-01-27,2019-02-03,2019-01-14,1,"BKK-LON","2019-01-27-2019-02-03",13
6661,NA,"BKK","LON",2019-01-27,2019-02-03,2019-01-15,1,"BKK-LON","2019-01-27-2019-02-03",12
6433,NA,"BKK","LON",2019-01-27,2019-02-03,2019-01-16,1,"BKK-LON","2019-01-27-2019-02-03",11
6472,NA,"BKK","LON",2019-01-27,2019-02-03,2019-01-17,1,"BKK-LON","2019-01-27-2019-02-03",10
6808,NA,"BKK","LON",2019-01-27,2019-02-03,2019-01-20,1,"BKK-LON","2019-01-27-2019-02-03",7
6747,NA,"BKK","LON",2019-01-28,2019-02-01,2019-01-14,1,"BKK-LON","2019-01-28-2019-02-01",14
6093,NA,"BKK","LON",2019-01-28,2019-02-02,2019-01-14,1,"BKK-LON","2019-01-28-2019-02-02",14
6150,NA,"BKK","LON",2019-01-28,2019-02-02,2019-01-15,1,"BKK-LON","2019-01-28-2019-02-02",13
6140,NA,"BKK","LON",2019-01-28,2019-02-02,2019-01-16,1,"BKK-LON","2019-01-28-2019-02-02",12
6366,NA,"BKK","LON",2019-01-28,2019-02-02,2019-01-17,1,"BKK-LON","2019-01-28-2019-02-02",11
6427,NA,"BKK","LON",2019-01-28,2019-02-02,2019-01-20,1,"BKK-LON","2019-01-28-2019-02-02",8
8640,NA,"BKK","LON",2019-01-28,2019-02-02,2019-01-21,1,"BKK-LON","2019-01-28-2019-02-02",7
6441,NA,"BKK","LON",2019-01-28,2019-02-02,2019-01-22,1,"BKK-LON","2019-01-28-2019-02-02",6
6047,NA,"BKK","LON",2019-01-28,2019-02-03,2019-01-14,1,"BKK-LON","2019-01-28-2019-02-03",14
6104,NA,"BKK","LON",2019-01-28,2019-02-03,2019-01-15,1,"BKK-LON","2019-01-28-2019-02-03",13
6094,NA,"BKK","LON",2019-01-28,2019-02-03,2019-01-16,1,"BKK-LON","2019-01-28-2019-02-03",12
6318,NA,"BKK","LON",2019-01-28,2019-02-03,2019-01-17,1,"BKK-LON","2019-01-28-2019-02-03",11
6379,NA,"BKK","LON",2019-01-28,2019-02-03,2019-01-20,1,"BKK-LON","2019-01-28-2019-02-03",8
6379,NA,"BKK","LON",2019-01-28,2019-02-03,2019-01-21,1,"BKK-LON","2019-01-28-2019-02-03",7
6393,NA,"BKK","LON",2019-01-28,2019-02-03,2019-01-22,1,"BKK-LON","2019-01-28-2019-02-03",6
6460,NA,"BKK","LON",2019-01-28,2019-02-04,2019-01-15,1,"BKK-LON","2019-01-28-2019-02-04",13
5965,NA,"BKK","LON",2019-01-28,2019-02-04,2019-01-16,1,"BKK-LON","2019-01-28-2019-02-04",12
6472,NA,"BKK","LON",2019-01-28,2019-02-04,2019-01-17,1,"BKK-LON","2019-01-28-2019-02-04",11
6533,NA,"BKK","LON",2019-01-28,2019-02-04,2019-01-20,1,"BKK-LON","2019-01-28-2019-02-04",8
6533,NA,"BKK","LON",2019-01-28,2019-02-04,2019-01-21,1,"BKK-LON","2019-01-28-2019-02-04",7
6548,NA,"BKK","LON",2019-01-28,2019-02-04,2019-01-22,1,"BKK-LON","2019-01-28-2019-02-04",6
6542,NA,"BKK","LON",2019-01-29,2019-02-02,2019-01-14,1,"BKK-LON","2019-01-29-2019-02-02",15
6412,NA,"BKK","LON",2019-01-29,2019-02-03,2019-01-14,1,"BKK-LON","2019-01-29-2019-02-03",15
6374,NA,"BKK","LON",2019-01-29,2019-02-03,2019-01-15,1,"BKK-LON","2019-01-29-2019-02-03",14
6460,NA,"BKK","LON",2019-01-29,2019-02-03,2019-01-16,1,"BKK-LON","2019-01-29-2019-02-03",13
6472,NA,"BKK","LON",2019-01-29,2019-02-03,2019-01-17,1,"BKK-LON","2019-01-29-2019-02-03",12
6898,NA,"BKK","LON",2019-01-29,2019-02-03,2019-01-20,1,"BKK-LON","2019-01-29-2019-02-03",9
6533,NA,"BKK","LON",2019-01-29,2019-02-03,2019-01-21,1,"BKK-LON","2019-01-29-2019-02-03",8
6552,NA,"BKK","LON",2019-01-29,2019-02-03,2019-01-22,1,"BKK-LON","2019-01-29-2019-02-03",7
5965,NA,"BKK","LON",2019-01-29,2019-02-04,2019-01-16,1,"BKK-LON","2019-01-29-2019-02-04",13
6472,NA,"BKK","LON",2019-01-29,2019-02-04,2019-01-17,1,"BKK-LON","2019-01-29-2019-02-04",12
6533,NA,"BKK","LON",2019-01-29,2019-02-04,2019-01-20,1,"BKK-LON","2019-01-29-2019-02-04",9
6527,NA,"BKK","LON",2019-01-29,2019-02-04,2019-01-21,1,"BKK-LON","2019-01-29-2019-02-04",8
6548,NA,"BKK","LON",2019-01-29,2019-02-04,2019-01-22,1,"BKK-LON","2019-01-29-2019-02-04",7
5965,NA,"BKK","LON",2019-01-29,2019-02-05,2019-01-16,1,"BKK-LON","2019-01-29-2019-02-05",13
6464,NA,"BKK","LON",2019-01-29,2019-02-05,2019-01-17,1,"BKK-LON","2019-01-29-2019-02-05",12
6523,NA,"BKK","LON",2019-01-29,2019-02-05,2019-01-20,1,"BKK-LON","2019-01-29-2019-02-05",9
6523,NA,"BKK","LON",2019-01-29,2019-02-05,2019-01-21,1,"BKK-LON","2019-01-29-2019-02-05",8
6539,NA,"BKK","LON",2019-01-29,2019-02-05,2019-01-22,1,"BKK-LON","2019-01-29-2019-02-05",7
6412,NA,"BKK","LON",2019-01-30,2019-02-03,2019-01-14,1,"BKK-LON","2019-01-30-2019-02-03",16
6460,NA,"BKK","LON",2019-01-30,2019-02-04,2019-01-15,1,"BKK-LON","2019-01-30-2019-02-04",15
6114,NA,"BKK","LON",2019-01-30,2019-02-04,2019-01-16,1,"BKK-LON","2019-01-30-2019-02-04",14
6472,NA,"BKK","LON",2019-01-30,2019-02-04,2019-01-17,1,"BKK-LON","2019-01-30-2019-02-04",13
6533,NA,"BKK","LON",2019-01-30,2019-02-04,2019-01-20,1,"BKK-LON","2019-01-30-2019-02-04",10
6533,NA,"BKK","LON",2019-01-30,2019-02-04,2019-01-21,1,"BKK-LON","2019-01-30-2019-02-04",9
6548,NA,"BKK","LON",2019-01-30,2019-02-04,2019-01-22,1,"BKK-LON","2019-01-30-2019-02-04",8
6527,NA,"BKK","LON",2019-01-30,2019-02-04,2019-01-23,1,"BKK-LON","2019-01-30-2019-02-04",7
6114,NA,"BKK","LON",2019-01-30,2019-02-05,2019-01-16,1,"BKK-LON","2019-01-30-2019-02-05",14
6464,NA,"BKK","LON",2019-01-30,2019-02-05,2019-01-17,1,"BKK-LON","2019-01-30-2019-02-05",13
6523,NA,"BKK","LON",2019-01-30,2019-02-05,2019-01-20,1,"BKK-LON","2019-01-30-2019-02-05",10
6523,NA,"BKK","LON",2019-01-30,2019-02-05,2019-01-21,1,"BKK-LON","2019-01-30-2019-02-05",9
6539,NA,"BKK","LON",2019-01-30,2019-02-05,2019-01-22,1,"BKK-LON","2019-01-30-2019-02-05",8
6516,NA,"BKK","LON",2019-01-30,2019-02-05,2019-01-23,1,"BKK-LON","2019-01-30-2019-02-05",7
6464,NA,"BKK","LON",2019-01-30,2019-02-06,2019-01-17,1,"BKK-LON","2019-01-30-2019-02-06",13
6523,NA,"BKK","LON",2019-01-30,2019-02-06,2019-01-20,1,"BKK-LON","2019-01-30-2019-02-06",10
6523,NA,"BKK","LON",2019-01-30,2019-02-06,2019-01-21,1,"BKK-LON","2019-01-30-2019-02-06",9
6439,NA,"BKK","LON",2019-01-30,2019-02-06,2019-01-22,1,"BKK-LON","2019-01-30-2019-02-06",8
6516,NA,"BKK","LON",2019-01-30,2019-02-06,2019-01-23,1,"BKK-LON","2019-01-30-2019-02-06",7
6422,NA,"BKK","LON",2019-01-31,2019-02-05,2019-01-16,1,"BKK-LON","2019-01-31-2019-02-05",15
6464,NA,"BKK","LON",2019-01-31,2019-02-05,2019-01-17,1,"BKK-LON","2019-01-31-2019-02-05",14
6523,NA,"BKK","LON",2019-01-31,2019-02-05,2019-01-20,1,"BKK-LON","2019-01-31-2019-02-05",11
6523,NA,"BKK","LON",2019-01-31,2019-02-05,2019-01-21,1,"BKK-LON","2019-01-31-2019-02-05",10
6539,NA,"BKK","LON",2019-01-31,2019-02-05,2019-01-22,1,"BKK-LON","2019-01-31-2019-02-05",9
6516,NA,"BKK","LON",2019-01-31,2019-02-05,2019-01-23,1,"BKK-LON","2019-01-31-2019-02-05",8
6307,NA,"BKK","LON",2019-01-31,2019-02-05,2019-01-24,1,"BKK-LON","2019-01-31-2019-02-05",7
6464,NA,"BKK","LON",2019-01-31,2019-02-06,2019-01-17,1,"BKK-LON","2019-01-31-2019-02-06",14
6523,NA,"BKK","LON",2019-01-31,2019-02-06,2019-01-20,1,"BKK-LON","2019-01-31-2019-02-06",11
6523,NA,"BKK","LON",2019-01-31,2019-02-06,2019-01-21,1,"BKK-LON","2019-01-31-2019-02-06",10
6539,NA,"BKK","LON",2019-01-31,2019-02-06,2019-01-22,1,"BKK-LON","2019-01-31-2019-02-06",9
6516,NA,"BKK","LON",2019-01-31,2019-02-06,2019-01-23,1,"BKK-LON","2019-01-31-2019-02-06",8
6526,NA,"BKK","LON",2019-01-31,2019-02-06,2019-01-24,1,"BKK-LON","2019-01-31-2019-02-06",7
6764,NA,"BKK","LON",2019-01-31,2019-02-07,2019-01-20,1,"BKK-LON","2019-01-31-2019-02-07",11
6764,NA,"BKK","LON",2019-01-31,2019-02-07,2019-01-21,1,"BKK-LON","2019-01-31-2019-02-07",10
6539,NA,"BKK","LON",2019-01-31,2019-02-07,2019-01-22,1,"BKK-LON","2019-01-31-2019-02-07",9
6516,NA,"BKK","LON",2019-01-31,2019-02-07,2019-01-23,1,"BKK-LON","2019-01-31-2019-02-07",8
6766,NA,"BKK","LON",2019-01-31,2019-02-07,2019-01-24,1,"BKK-LON","2019-01-31-2019-02-07",7
6153,NA,"BKK","LON",2019-02-01,2019-02-06,2019-01-17,1,"BKK-LON","2019-02-01-2019-02-06",15
6212,NA,"BKK","LON",2019-02-01,2019-02-06,2019-01-20,1,"BKK-LON","2019-02-01-2019-02-06",12
6212,NA,"BKK","LON",2019-02-01,2019-02-06,2019-01-21,1,"BKK-LON","2019-02-01-2019-02-06",11
6225,NA,"BKK","LON",2019-02-01,2019-02-06,2019-01-22,1,"BKK-LON","2019-02-01-2019-02-06",10
6204,NA,"BKK","LON",2019-02-01,2019-02-06,2019-01-23,1,"BKK-LON","2019-02-01-2019-02-06",9
6214,NA,"BKK","LON",2019-02-01,2019-02-06,2019-01-24,1,"BKK-LON","2019-02-01-2019-02-06",8
6223,NA,"BKK","LON",2019-02-01,2019-02-06,2019-01-25,1,"BKK-LON","2019-02-01-2019-02-06",7
6212,NA,"BKK","LON",2019-02-01,2019-02-07,2019-01-20,1,"BKK-LON","2019-02-01-2019-02-07",12
6212,NA,"BKK","LON",2019-02-01,2019-02-07,2019-01-21,1,"BKK-LON","2019-02-01-2019-02-07",11
6225,NA,"BKK","LON",2019-02-01,2019-02-07,2019-01-22,1,"BKK-LON","2019-02-01-2019-02-07",10
6204,NA,"BKK","LON",2019-02-01,2019-02-07,2019-01-23,1,"BKK-LON","2019-02-01-2019-02-07",9
6214,NA,"BKK","LON",2019-02-01,2019-02-07,2019-01-24,2,"BKK-LON","2019-02-01-2019-02-07",8
6223,NA,"BKK","LON",2019-02-01,2019-02-07,2019-01-25,1,"BKK-LON","2019-02-01-2019-02-07",7
6794,NA,"BKK","LON",2019-02-01,2019-02-08,2019-01-20,1,"BKK-LON","2019-02-01-2019-02-08",12
6794,NA,"BKK","LON",2019-02-01,2019-02-08,2019-01-21,1,"BKK-LON","2019-02-01-2019-02-08",11
6808,NA,"BKK","LON",2019-02-01,2019-02-08,2019-01-22,1,"BKK-LON","2019-02-01-2019-02-08",10
6788,NA,"BKK","LON",2019-02-01,2019-02-08,2019-01-23,1,"BKK-LON","2019-02-01-2019-02-08",9
6799,NA,"BKK","LON",2019-02-01,2019-02-08,2019-01-24,1,"BKK-LON","2019-02-01-2019-02-08",8
6805,NA,"BKK","LON",2019-02-01,2019-02-08,2019-01-25,1,"BKK-LON","2019-02-01-2019-02-08",7
6898,NA,"BKK","LON",2019-02-02,2019-02-07,2019-01-20,1,"BKK-LON","2019-02-02-2019-02-07",13
6669,NA,"BKK","LON",2019-02-02,2019-02-07,2019-01-21,1,"BKK-LON","2019-02-02-2019-02-07",12
6682,NA,"BKK","LON",2019-02-02,2019-02-07,2019-01-22,1,"BKK-LON","2019-02-02-2019-02-07",11
6658,NA,"BKK","LON",2019-02-02,2019-02-07,2019-01-23,1,"BKK-LON","2019-02-02-2019-02-07",10
6908,NA,"BKK","LON",2019-02-02,2019-02-07,2019-01-24,1,"BKK-LON","2019-02-02-2019-02-07",9
7058,NA,"BKK","LON",2019-02-02,2019-02-07,2019-01-25,1,"BKK-LON","2019-02-02-2019-02-07",8
6718,NA,"BKK","LON",2019-02-02,2019-02-07,2019-01-26,1,"BKK-LON","2019-02-02-2019-02-07",7
6898,NA,"BKK","LON",2019-02-02,2019-02-08,2019-01-20,1,"BKK-LON","2019-02-02-2019-02-08",13
6935,NA,"BKK","LON",2019-02-02,2019-02-08,2019-01-21,1,"BKK-LON","2019-02-02-2019-02-08",12
7120,NA,"BKK","LON",2019-02-02,2019-02-08,2019-01-22,1,"BKK-LON","2019-02-02-2019-02-08",11
6928,NA,"BKK","LON",2019-02-02,2019-02-08,2019-01-23,1,"BKK-LON","2019-02-02-2019-02-08",10
6940,NA,"BKK","LON",2019-02-02,2019-02-08,2019-01-24,1,"BKK-LON","2019-02-02-2019-02-08",9
6946,NA,"BKK","LON",2019-02-02,2019-02-08,2019-01-25,1,"BKK-LON","2019-02-02-2019-02-08",8
